,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
1427,Some One,Ugzl38jQW2MIv_M9JcN4AaABAg,That reaction.. Lewis - “ omg !? It just died... it just died.. 70% and omg” My brain cells too.. at 4:18﻿,2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,22,106,3.863636364,0,0,4:18,,,,0,0,neutral
1428,Some One,UgzIIK6vpHKqu-WYMk54AaABAg,Nice booting moosic..﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,22,6.666666667,0,0,,,,,0.6,1,positive
1429,Ahmed Hubbi,Ugyy5pNG_A7xAGPj3Kh4AaABAg,Not a good smartphone; avoid this... links to where you could purchase it﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,74,4.769230769,0,0,,,,,-0.35,0.6,negative
1430,Some One,Ugyd5mQKmL_XjKWW5gB4AaABAg,"There is something worse than the worst.. This,.. ugh.. *smart*phone is still better than the 4 dollar ‘Adcom Freedom 251’﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,123,5.2,1,0,,,,,-0.3,0.7,negative
1431,ali Lion,UgxruTzy6IhUTlymB8p4AaABAg,lwe please review redmi note 7﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,31,4.333333333,0,0,,,,,0,0,neutral
1432,Akhil Global Media,UgzRGBM86GpnzE-qA-d4AaABAg,ആ ഫോൺ എനിക്ക് തരുമോ ?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,22,3.6,0,0,,,,,0,0,neutral
1433,Mack Ade,UgzHIZaHV_r135fgA_B4AaABAg,v mobile has left the chat﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,27,3.666666667,0,0,,,,,0,0,neutral
1434,bilal 74,UgzarjkeQJPwP5FFB394AaABAg,top 10 anime betrayal!! 4:17﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,29,5,1,0,4:17,,,,0.78125,0.5,positive
1435,Anton,Ugyaa0cUJ9k4MExJLDV4AaABAg,Taskmanager: Long Press Home Button﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,36,6.4,0,0,,,,,-0.05,0.4,negative
1436,carry on,UgxAI6gFIKe5FOr9ixh4AaABAg,Buy redmi 5a﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,13,3.666666667,0,0,,,,,0,0,neutral
1437,Nomi Muzaffar,UgzfqhxoMDtujpVOjj14AaABAg,It is a roasting video including tech review!﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,46,4.875,0,0,,,,,0,0,neutral
1438,Siddhant Garde,UgxrvjD5NQERsL3n_uR4AaABAg,"Hold the recent button, it will do multitasking, lol﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,53,5,0,0,,,,,0,0.25,neutral
1439,Abhimanyu Balachandra,UgyXn3-sm3vJzQPGHJp4AaABAg,"Use a piece of paper, draw a smartphone over it and be happy. If you later decided to give up on this, then use the same paper for weed.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,29,137,3.75862069,0,0,,,,,0.2666666667,0.375,positive
1440,Freddie Green,Ugy2tfZ5gpmxgvIrvYd4AaABAg,did you try holding down all of the buttons under the screen to see if there is a recent apps﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,94,3.75,0,0,,,,,-0.07777777778,0.2694444444,negative
1441,Clean Atom,UgyDsNepn0zvH33IT914AaABAg,Client: You should be on this for a week Reviewer: Nooo! LOL when the reviewer is scared to try your phone 😂﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,22,109,4,0,1,,,,😂,0.8,0.7,positive
1442,Shreyas K.a,Ugw2H7N-0rwsdT2EOed4AaABAg,Chinese shit﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,2,13,6,0,0,,,,,0,0,neutral
1443,ST44RK7,Ugzib95Lvog4uSGia6x4AaABAg,The back of the phone looks as if they were copying the Nokia 7.1 especially with the Zeiss Optics bit.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,104,4.25,0,0,,,,,0,0.5,neutral
1444,Ghassan Al Ayassah,Ugx2kfa8rqDCDOTgaLt4AaABAg,Switch to it﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,13,3.666666667,0,0,,,,,0,0,neutral
1445,Shashank Hegde,Ugy6vek-DvEl5w8xvDp4AaABAg,What else u expect for that price ??.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,38,3.875,0,0,,,,,0,0,neutral
1446,CJMTᴢᴇɴ,Ugy_T_XqD7L6ZKrlBih4AaABAg,comment how much is your smartphone mine is $499﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,49,4.555555556,0,0,,,,,0.2,0.2,positive
1447,Jarillei Kath,UgyppMU5U-tDtmWWgpp4AaABAg,It's solid﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,2,11,5,0,0,,,,,0,0,neutral
1448,Chad Suggs,UgwrHjgAeXR9snosdzF4AaABAg,Lol just lol. Those annoying crap default android sounds kill me. I am always fussing at my mom to change that mess. She has zedge and won't even open the app. Stock sounds and stock wallpaper make me sad﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,39,205,4.282051282,0,1,,,,,-0.02916666667,0.6291666667,negative
1449,HARRAHZ GAMING,Ugx10onYKGLJ1jjLTZF4AaABAg,If they think that sht is the worst. Try cherry mobile and my phone(only in PH)😂😂😂﻿,2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,16,83,4.25,0,1,,,,😂😂😂,-1,1,negative
1450,lilmoris1,Ugw4rXqJJLz3HuTzH0x4AaABAg,"Lew just melted D2D with the Overwatch comment HAHA! I get it, he tests 1000+ PCs and uses Overwatch to test gaming, lmao. D2D is a fail.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,27,138,4.148148148,0,4,,,,,0.425,0.65,positive
1451,Matias Paavilainen,UgyxMrKfXF3tIJL2Qzl4AaABAg,Sony skin in the android﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,25,4.2,0,0,,,,,0,0,neutral
1452,stepped on pickle,UgxLyiJ8yWtbQMxewwh4AaABAg,why is that my phone﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,21,3.4,0,0,,,,,0,0,neutral
1453,QWERTY ytrewq,UgxZiJedH63onI85VGF4AaABAg,V day is over and m still a virgin😒﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,36,3.111111111,0,1,,,,😒,0,0,neutral
1454,Hank Scorpio,UgxyXKqzcGAFpoE3-ld4AaABAg,Give it a couple of years and it will turn into a leading smartphone manufacturer﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,15,82,4.533333333,0,0,,,,,0,0,neutral
1455,Autmeer Gaming,UgzMY_7JWgblGaMJTyl4AaABAg,"I could hear through my ear buds that the speakers on that phone where awful. I thought my earbuds where broke but, nope just a really bad speaker.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,28,148,4.321428571,0,2,,,,,-0.85,0.8333333333,negative
1456,Sajid's Toys Review's Backup Account,Ugw3vh2FCiH3P1qPYDh4AaABAg,Ill only buy it if it supports fortnite!﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,41,4.25,0,0,,,,,-0.25,1,negative
1457,GAMING world android,UgzeOFGte6GZF4BRDy94AaABAg,My worst smartphone was *******﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,32,5.6,0,0,,,,,-1,1,negative
1458,jkartemis,UgwFG9dFHhDaIyV8vaF4AaABAg,Which phone does Lewis use rn?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,31,4.333333333,0,0,,,,,0,0,neutral
1459,pablo escobar,Ugyo1XJH9ddK3FS9UHV4AaABAg,"worst phone(70$) :duel sim and expandable storage iphone Xs max(1700$): 1 sim , no expandable storage we are in 2019 , while apple is still in 2010﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,27,148,4.518518519,2,0,,,,,-1,1,negative
1460,Asian Nigga,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028tgtHa1TLRF,pablo escobar what can you do with that shit when your phone is garbage?﻿,2 weeks ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,73,4.285714286,0,0,,,,,-0.2,0.8,negative
1461,Jakub Prokopec,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028tpfNTl880b,"@Asian Nigga it's an android, so system reinstallation should help﻿",2 weeks ago,worstsmartphonesof2019,a1Zv83PL9XQ,10,67,5.8,0,0,,,,,0,0,neutral
1462,Vit Zalda,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028tqFjgeQD1R,Yeah cuz normal person needs more than 250gb of storage... idiot﻿,2 weeks ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,65,5,0,0,,,,,0.325,0.575,positive
1463,a fucking meme,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028trFFPwoi5M,Every android fanboy ever.﻿,2 weeks ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,27,6,0,0,,,,,0,0,neutral
1464,Sam Rouse,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028ttvBVGMQlZ,lol apple is shit﻿,2 weeks ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,4,18,3.75,0,0,,,,,0.8,0.7,positive
1465,Cheezits118 IDK,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028tyMC0gudWj,Samsung galaxy s10+: headphone jack﻿,2 weeks ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,36,6.4,0,0,,,,,0,0,neutral
1466,StevensonCharles,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028tzPP29WmJn,What does having an extra SIM card do for the phone? Genuinely curious﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,71,4.538461538,0,1,,,,,0.2,0.3,positive
1467,dyllen1907,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u0MFDsZu0D,Apple will stay stuck in 2007 until 2047.﻿,1 week ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,8,42,4.375,1,0,,,,,0,0,neutral
1468,Drift Racer,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u1JGqJea6O,Android is glitchy﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,19,5.666666667,0,0,,,,,0,0,neutral
1469,im a kid,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u1wcKsJIDf,@Drift Racer what phone?﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,25,5.5,0,0,,,,,0,0,neutral
1470,dyllen1907,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u3Ht7uA4jZ,@Drift Racer which Android device are you talking about? There's so many to choose from.﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,15,89,5,0,0,,,,,0.5,0.5,positive
1471,Tyler Miller,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u44A7OKbcF,StevensonCharles it allows you to have two separate SIM cards in the phone. Something the average doesn’t need from my experience﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,21,130,5.238095238,0,1,,,,,-0.15,0.4,negative
1472,Ren Amamiya,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u9cmyp5CBS,StevensonCharles different plans. Maybe one for cheaper data and one for cheaper voice? Maybe different numbers for cheating on your girlfriend. Or perhaps you travel a bunch! Keep one Sim card in and constantly swap the other to the country's local plan!﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,42,256,5.119047619,0,0,,,,,-0.025,0.3816666667,negative
1473,David Cheung,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028u9da0SlyMy,@StevensonCharles it is quite essential when doing business across countries.﻿,1 week ago,worstsmartphonesof2019,a1Zv83PL9XQ,10,78,6.9,0,0,,,,,0,0.3,neutral
1474,NPC #545682874,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028uINTN0bLxG,iPhone X's is dual sim﻿,5 days ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,23,3.8,0,0,,,,,0,0,neutral
1475,David Cheung,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028uJ4QPfc-PP,"@NPC #545682874 While eSIM has limited plan coverage in various countries, it still take time for eSIM to take over nano-SIM at this stage.﻿",5 days ago,worstsmartphonesof2019,a1Zv83PL9XQ,24,140,4.875,0,1,,,#545682874,,-0.03571428571,0.3214285714,negative
1476,konrad rothenburger,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028uWu-Iv5T4F,@StevensonCharles uhhhm saves you the trouble of switching between a work and a freetime private phone.﻿,7 hours ago,worstsmartphonesof2019,a1Zv83PL9XQ,16,104,5.5625,0,0,,,,,-0.1,0.2875,negative
1477,jadon sesay,Ugyo1XJH9ddK3FS9UHV4AaABAg.8rSU7foft028uXNgncIQNN,The iPhone XS Max does have dual sim﻿,3 hours ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,37,3.75,0,1,,,,,0,0,neutral
1478,N diggadee,Ugxf2lYJbpGKaU1e3hV4AaABAg,The noontec of smartphone lol﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,30,5.2,0,0,,,,,0,0,neutral
1479,Kernelsquadron,Ugw70xotnU77l19YtZh4AaABAg,Sony Xperia is the worst﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,25,4.2,0,0,,,,,0,0,neutral
1480,Abhishek Thakur,Ugzx33cRd6r7NgF3QM54AaABAg,Haahhaha😂😂😂﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,1,12,12,0,0,,,,😂😂😂,0,0,neutral
1481,xPredator,UgwuTtHRGzdbdWrtj7N4AaABAg,This isn't an iPhone?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,22,4.75,0,0,,,,,0,0,neutral
1482,Kaushik Sarkar,UgwwzrWKaNdI0f9wQd94AaABAg,a nokia1 would have been beeter and less costly﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,48,4.444444444,0,0,,,,,-0.1666666667,0.06666666667,negative
1483,star_scream music chaneel,Ugw1cS8oM5IC3NBy1u54AaABAg,isn't the iphone the worst phone ever﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,38,4.571428571,0,0,,,,,-1,1,negative
1484,Tawanda Mariga,Ugw0-6OgYqj4ittl0px4AaABAg,can you please check the Samsung Galaxy M20 Dual SIM and compare with the pocophone f1﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,16,87,4.5,0,2,,,,,0,0,neutral
1485,Aaron Villanueva,UgypLLxD7j57d0E1I0h4AaABAg,I guess this smartphone ain't smart at all...﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,46,4.875,0,1,,,,,0.2142857143,0.6428571429,positive
1486,Jermy s,UgzANMRhAkEQh0NgHbB4AaABAg,Change the battery... And try ...😎✌️﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,37,5.333333333,0,0,,,,😎✌,0,0,neutral
1487,Lucian Andries,UgzFNHAWypdL_c2P9JV4AaABAg,"You didn't check, if it shuts down while charging. If it does, then, it's not the battery......?﻿",2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,17,97,4.764705882,0,0,,,,,-0.1555555556,0.2888888889,negative
1488,Asar Khan,UgyhBzKcBrccseOvBZB4AaABAg,76% !? That's totally my phone﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,31,4.333333333,0,0,,,,,0,0.75,neutral
1489,Nie patrz na mój avatar!,UgyGFLx9NaNLp1oYEIN4AaABAg,"not ""smart"" phone. it's hardphone﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,34,6,0,0,,,,,-0.1071428571,0.6428571429,negative
1490,Jermaine Ortiz,UgynenKXfvHb1QCiGcd4AaABAg,"He said you should keep this phone for a week, i was dying.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,60,3.692307692,0,0,,,,,0,0,neutral
1491,why ?,Ugx_A5fhOqjgC68ht714AaABAg,4:17 and 5:08 what's with that sound effect? Trying to mimic Kitchen Nightmares sound effects﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,15,94,5.333333333,0,0,4:17,,,,0.4,0.4,positive
1492,NinjaOLemonz,UgwR61PMcUPUkeIFQnV4AaABAg,"Try the new Huitton J8N smartphone.512 Gb ram,4GB ROM.just try it.﻿",2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,11,67,5.181818182,0,1,,,,,0.1363636364,0.4545454545,positive
1493,NinjaOLemonz,UgwR61PMcUPUkeIFQnV4AaABAg.8rSLDvEWqeU8rSLK9NxuXr,I'm not Joking.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,16,4.666666667,0,0,,,,,0,0,neutral
1494,Sahil Sharma,UgxnpOco9JAp3yhUkA54AaABAg,What do you expect for $75? Taylor Swift's legs around your waist?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,67,4.666666667,0,0,,,,,0,0,neutral
1495,Yato God,UgyLATkUL_Avjjow6uJ4AaABAg,I bet u don't know cherry mobile myphone and firefly mobile. They are all made in Philippines.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,17,95,4.647058824,0,1,,,,,0,0,neutral
1496,alimh666,UgzCQ0CXVPKO8-AHSy94AaABAg,"my fucking google pixel gen 1 does the same, shuts down on its own﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,67,3.857142857,1,0,,,,,-0.2518518519,0.4046296296,negative
1497,itsSG 11-YT,UgwU2yu0b4rpAZUAhYF4AaABAg,Way better than my previous phone it would run from 100 to 0 and shut down instantly﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,17,85,4.058823529,2,0,,,,,0.05925925926,0.3185185185,positive
1498,Aj John,Ugxa4MKm2gRJhbqNzKJ4AaABAg,Ok if it's shite just drop me it I need it now﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,47,3,0,1,,,,,0.5,0.5,positive
1499,I am nothing?!,UgyNgK-HLvQ72AAWLt54AaABAg,"Well I am facing the ""PHONE DIED AT 70%"" problem﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,10,49,4,0,4,,,,,0,0,neutral
1500,Junaid Jabbar Khan,Ugy1-SuDISJPbZx99xN4AaABAg,Did anyone notice Candy Crush Sound in shadows :P﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,50,4.666666667,0,1,,,,,0.4,0.4,positive
1501,Gonçalo Silva,UgzBmbvXrQVvG_XZit94AaABAg,Try the paper trick they're talking about. I'd like to see a review after one week of usage﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,18,92,4.166666667,0,0,,,,,0,0,neutral
1502,CheeseChan,UgxGfZjqAIQzLAfYg_R4AaABAg,It dies everytime you put it down hard. Please be gentle with the trash.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,14,73,4.285714286,0,0,,,,,-0.08240740741,0.5435185185,negative
1503,Dennis östberg,Ugwr7ecG5-D8oH1lEH94AaABAg,Do a cat b35 review.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,21,3.4,0,0,,,,,0,0,neutral
1504,Daniel Smith,UgwVM4c7SAjibbqesLN4AaABAg,"Newsflash, my iPhone SE dies randomly with a full battery.; my IPhone 6S dies randomly. EVERYONE in my company have iPhones which die randomly. Lewis, it’s as bad as an iPhone!﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,31,177,4.741935484,0,3,,,,,-0.37,0.5433333333,negative
1505,Ramesh Chandra Katiyar,UgzzEJo7E1nIY6vcRdZ4AaABAg,the worst ever in history was samsung galaxy star pro gts7262﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,62,4.727272727,0,0,,,,,-1,1,negative
1506,dont look at my name,Ugy5anWT_H6KHVcg_P54AaABAg,"you know its not worth buying once the charging port is placed on top, and i learned from it.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,19,94,4,0,0,,,,,0.175,0.3,positive
1507,Jomaster The Second,UgzCkG9jYzhx4yghvu14AaABAg,Clickbait. The thing works.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,28,6.25,0,0,,,,,0,0,neutral
1508,Coppersoldier 992,UgxthoQNWExxDSnrdWx4AaABAg,This is not the worst is the nophone Mem:0GB ram:0gb Mah:0mah﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,11,62,4.727272727,0,0,,,,,-1,1,negative
1509,Charles Chan,UgxthoQNWExxDSnrdWx4AaABAg.8rSEwZZXX9Z8rUy6afZ79u,"Mem and RAM is the same thing. You should have used the term""storage""﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,70,4.461538462,0,1,,,,,0,0.125,neutral
1510,AlphaGamma128,Ugyo9vqUglGnjAlNsFB4AaABAg,Wtf u expect from a 74 dollar phone???﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,39,4,1,0,,,,,-0.5,1,negative
1511,rankes32,UgwOids5SN0n4Xcoc8x4AaABAg,ofc it's bad but it's 70 dollars for fcks sake﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,10,47,3.8,1,0,,,,,-0.7,0.6666666667,negative
1512,THE JOHNiVERSE,UgwaQbeToldu4CzokDx4AaABAg,Thanks for the heads up.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,25,4.2,0,0,,,,,0.2,0.2,positive
1513,The guy who has 29 letters on his name,UgxlTlu7d0i7zk9Ylkl4AaABAg,Lew I think you're supposed to press and hold the home button to go to the recent apps. Just like old Samsung Galaxy phones.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,24,125,4.25,0,1,,,,,0.05,0.225,positive
1514,TRUTH HAMMER,Ugxma3w2X3Lee5qMzJ14AaABAg,that is a piece of a chinese dry shit﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,38,3.333333333,0,0,,,,,-0.03333333333,0.3,negative
1515,Piyush Parmar,UgyWjQhQl8gniMAfuel4AaABAg,You should try to flash this device with something else to get it kick and to workout with something 😉﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,103,4.2,0,0,,,,😉,0,0,neutral
1516,Piyush Parmar,UgzSVbVS8brUSMvTMgR4AaABAg,OMG! that didn't blow-up and just shutdown...﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,7,46,5.714285714,0,1,,,,,0,0,neutral
1517,Piyush Parmar,UgxdPsaA6Llb6F9KqTZ4AaABAg,Give to someone who's geeky and he will figure it out and flash it with something else and even make this phone a working device for the bucks spent on this.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,31,158,4.129032258,0,0,,,,,-0.1,0.1,negative
1518,Piyush Parmar,UgyRmQpG866uJeBOx1Z4AaABAg,This kind of phones makes bad influence on first time Android user.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,12,68,4.75,0,0,,,,,0.05,0.6333333333,positive
1519,Piyush Parmar,Ugy1Z_W0aRYC8Nm4VA14AaABAg,It's a 1-CALL PH1.﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,19,4,0,2,,,,,0,0,neutral
1520,Yvan Fajardo,UgyvoiGfhEJauJpfBH54AaABAg,Awesome review! Watching on my V-mobile﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,40,5.833333333,0,0,,,,,1,1,positive
1521,Mansib Uddin,UgxqVnvz8Dme9y3dlcZ4AaABAg,Really liking the background lighting👍﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,39,7,0,0,,,,👍,0.2,0.2,positive
1522,Aldi,Ugw9Rt1Suk7JQjEBGBp4AaABAg,nice startup earrape﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,21,6.333333333,0,0,,,,,0.6,1,positive
1523,Oliver Taylor,UgwOehyoVFIihtWls5B4AaABAg,"I bought this and it was a complete waste,I got more of a response off my dead nans body then tapping on the screens phone!﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,25,124,4,0,1,,,,,0.1333333333,0.4333333333,positive
1524,ET Vapes,UgyQ9U3muA5m2K9j0GR4AaABAg,Watching this on my note 9 this is histerical my kidney hurts from laughing this is a great paper weight﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,20,105,4.3,1,0,,,,,0.8,0.75,positive
1525,Chuchu Okeke,UgzohNk9siuudkhjdhJ4AaABAg,that awful startup sound should be in a museum for obviously bad reasons﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,13,73,4.692307692,0,0,,,,,-0.4333333333,0.6888888889,negative
1526,vivek Dhiman,UgwMSarm7wlQWOWYZmV4AaABAg,One video indean languge﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,4,25,5.5,0,0,,,,,0,0,neutral
1527,MagnumLifeGaming,UgwG-dOrq-il3saKRhR4AaABAg,How can it already die?﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,24,4,0,0,,,,,0,0,neutral
1528,Liquid Flame,UgwcBDhArCYg2_hBCCt4AaABAg,"This is so sad ,Alexa...play despacito.﻿",2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,40,5.833333333,0,0,,,,,-0.5,1,negative
1529,Reckless Fam,UgzBZUc_yzdmFNaBgwt4AaABAg,Lew wat watch is that?? I must know﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,36,3.625,0,1,,,,,0,0,neutral
1530,Avalon Ghosh,Ugy2jYVpI5lY7EXUEbd4AaABAg,It's not that bad it's usable﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,6,30,4.166666667,0,0,,,,,-0.7,0.6666666667,negative
1531,Γιώργος Γραμμ,UgwCIKVkJTbGSnR2NWJ4AaABAg,Better specs than mine though﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,5,30,5.2,0,0,,,,,0.5,0.5,positive
1532,why did you bother reading my name,UgzHfXy9NxHc58tD7CF4AaABAg,Eh mine came out last year its fine﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,8,36,3.625,0,0,,,,,0,0.06666666667,neutral
1533,Tom Bachxoglou,UgzxBuGDagPTa1s_B_d4AaABAg,I've seen way worse and more expensive samsung devices﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,9,55,5.222222222,0,0,,,,,-0.1333333333,0.6,negative
1534,Carvin0,UgyeLnRhu10VGAqUBP54AaABAg,If the battery is a bit loose there's an easy fix.﻿,2 months ago (edited),worstsmartphonesof2019,a1Zv83PL9XQ,11,51,3.727272727,0,0,,,,,0.1782051282,0.5512820513,positive
1535,tko95tt,UgzOHdjObp8d_BFRF7B4AaABAg,It died again....lol﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,3,21,6.333333333,0,0,,,,,0,0,neutral
1536,็ ็,UgzAlTna5UWEKtNSmmt4AaABAg,this smartphone has a software problem.. the components are good and the camera is more than decent but it needs a custom rom﻿,2 months ago,worstsmartphonesof2019,a1Zv83PL9XQ,23,126,4.52173913,0,0,,,,,0.4555555556,0.5888888889,positive
